DateObserved,Ozone,PM2.5,Number,AQI_Category
2019-05-07,32.0,14.0,1,Good
2019-05-08,32.0,26.0,2,Moderate
2019-05-09,31.0,27.0,2,Moderate
2019-05-10,35.0,28.0,1,Good
2019-05-11,36.0,31.0,2,Moderate
2019-05-12,32.0,36.0,1,Good
2019-05-13,31.0,26.0,1,Good
2019-05-14,30.0,27.0,2,Moderate
2019-05-15,41.0,21.0,1,Good
2019-05-16,39.0,43.0,1,Good
2019-05-17,36.0,36.0,1,Good
2019-05-18,41.0,21.0,1,Good
2019-05-19,46.0,22.0,1,Good
2019-05-20,41.0,23.0,1,Good
2019-05-21,,34.0,1,Good
2019-05-22,28.0,48.0,1,Good
2019-05-23,27.0,57.0,1,Good
2019-05-24,31.0,24.0,1,Good
2019-05-25,41.0,51.0,1,Good
2019-05-26,37.0,33.0,1,Good
2019-05-27,29.0,37.0,1,Good
2019-05-28,31.0,50.0,1,Good
2019-05-29,26.0,57.0,1,Good
2019-05-30,27.0,22.0,1,Good
2019-05-31,27.0,38.0,1,Good
2019-06-01,29.0,39.0,1,Good
2019-06-02,26.0,8.0,1,Good
2019-06-03,28.0,39.0,1,Good
2019-06-04,30.0,63.0,1,Good
2019-06-05,28.0,58.0,1,Good
2019-06-06,28.0,47.0,1,Good
2019-06-07,27.0,50.0,1,Good
2019-06-08,32.0,42.0,1,Good
2019-06-09,45.0,58.0,1,Good
2019-06-10,108.0,57.0,1,Good
2019-06-11,87.0,62.0,1,Good
2019-06-12,31.0,54.0,1,Good
2019-06-13,26.0,24.0,1,Good
2019-06-14,24.0,36.0,1,Good
2019-06-15,23.0,27.0,1,Good
2019-06-16,21.0,34.0,1,Good
2019-06-17,19.0,52.0,1,Good
2019-06-18,24.0,34.0,1,Good
2019-06-19,23.0,28.0,1,Good
2019-06-20,27.0,53.0,1,Good
2019-06-21,25.0,56.0,1,Good
2019-06-22,24.0,65.0,1,Good
2019-06-23,25.0,58.0,1,Good
2019-06-24,28.0,53.0,1,Good
2019-06-25,27.0,50.0,1,Good
2019-06-26,25.0,29.0,1,Good
2019-06-27,22.0,28.0,1,Good
2019-06-28,22.0,33.0,1,Good
2019-06-29,21.0,39.0,1,Good
2019-06-30,25.0,37.0,1,Good
2019-07-01,24.0,48.0,1,Good
2019-07-02,23.0,53.0,1,Good
2019-07-03,23.0,52.0,2,Moderate
2019-07-04,26.0,51.0,2,Moderate
2019-07-05,25.0,47.0,1,Good
2019-07-06,27.0,55.0,1,Good
2019-07-07,25.0,53.0,2,Moderate
2019-07-08,24.0,41.0,1,Good
2019-07-09,19.0,24.0,2,Moderate
2019-07-10,12.0,22.0,1,Good
2019-07-11,14.0,12.0,1,Good
2019-07-12,14.0,21.0,1,Good
2019-07-13,16.0,29.0,1,Good
2019-07-14,20.0,33.0,1,Good
2019-07-15,18.0,43.0,2,Moderate
2019-07-16,19.0,23.0,1,Good
2019-07-17,23.0,48.0,2,Moderate
2019-07-18,23.0,23.0,1,Good
2019-07-19,21.0,52.0,2,Moderate
2019-07-20,24.0,29.0,2,Moderate
2019-07-21,23.0,36.0,1,Good
2019-07-22,21.0,39.0,1,Good
2019-07-23,17.0,34.0,1,Good
2019-07-24,23.0,57.0,1,Good
2019-07-25,23.0,53.0,1,Good
2019-07-26,20.0,19.0,1,Good
2019-07-27,22.0,29.0,1,Good
2019-07-28,24.0,56.0,1,Good
2019-07-29,22.0,58.0,1,Good
2019-07-30,25.0,50.0,1,Good
2019-07-31,25.0,47.0,1,Good
2019-08-01,15.0,15.0,2,Moderate
2019-08-02,13.0,16.0,1,Good
2019-08-03,21.0,12.0,1,Good
2019-08-04,28.0,39.0,1,Good
2019-08-05,24.0,53.0,1,Good
2019-08-06,27.0,53.0,2,Moderate
2019-08-07,29.0,50.0,1,Good
2019-08-08,27.0,33.0,2,Moderate
2019-08-09,23.0,23.0,1,Good
2019-08-10,19.0,5.0,1,Good
2019-08-11,21.0,23.0,1,Good
2019-08-12,21.0,40.0,2,Moderate
2019-08-13,20.0,46.0,1,Good
2019-08-14,28.0,57.0,1,Good
2019-08-15,26.0,62.0,1,Good
2019-08-16,23.0,63.0,1,Good
2019-08-17,28.0,54.0,1,Good
2019-08-18,25.0,28.0,1,Good
2019-08-19,24.0,19.0,1,Good
2019-08-20,23.0,30.0,1,Good
2019-08-21,22.0,27.0,1,Good
2019-08-22,20.0,37.0,1,Good
2019-08-23,23.0,43.0,1,Good
2019-08-24,28.0,37.0,1,Good
2019-08-25,31.0,27.0,1,Good
2019-08-26,23.0,19.0,1,Good
2019-08-27,29.0,26.0,1,Good
2019-08-28,27.0,35.0,1,Good
2019-08-29,22.0,52.0,1,Good
2019-08-30,20.0,40.0,1,Good
2019-08-31,21.0,39.0,1,Good
2019-09-01,22.0,23.0,1,Good
2019-09-02,22.0,34.0,1,Good
2019-09-03,20.0,24.0,1,Good
2019-09-04,22.0,29.0,1,Good
2019-09-05,25.0,19.0,1,Good
2019-09-06,23.0,18.0,1,Good
2019-09-07,23.0,20.0,1,Good
2019-09-08,24.0,33.0,1,Good
2019-09-09,28.0,29.0,2,Moderate
2019-09-10,26.0,37.0,2,Moderate
2019-09-11,27.0,52.0,1,Good
2019-09-12,30.0,52.0,2,Moderate
2019-09-13,44.0,,1,Good
2019-09-14,24.0,,1,Good
2019-09-15,27.0,,1,Good
2019-09-16,27.0,,1,Good
2019-09-17,22.0,27.0,1,Good
2019-09-18,23.0,19.0,1,Good
2019-09-19,25.0,29.0,1,Good
2019-09-20,25.0,39.0,1,Good
2019-09-21,31.0,42.0,1,Good
2019-09-22,19.0,33.0,1,Good
2019-09-23,21.0,32.0,1,Good
2019-09-24,32.0,57.0,1,Good
2019-09-25,33.0,56.0,2,Moderate
2019-09-26,32.0,56.0,2,Moderate
2019-09-27,28.0,22.0,1,Good
2019-09-28,29.0,49.0,1,Good
2019-09-29,28.0,34.0,2,Moderate
2019-09-30,28.0,23.0,1,Good
2019-10-01,23.0,22.0,1,Good
2019-10-02,21.0,38.0,1,Good
2019-10-03,27.0,36.0,1,Good
2019-10-04,27.0,35.0,1,Good
2019-10-05,26.0,37.0,2,Moderate
2019-10-06,36.0,44.0,1,Good
2019-10-07,36.0,53.0,2,Moderate
2019-10-08,30.0,55.0,2,Moderate
2019-10-09,29.0,53.0,1,Good
2019-10-10,32.0,38.0,2,Moderate
2019-10-11,37.0,48.0,1,Good
2019-10-12,50.0,54.0,1,Good
2019-10-13,34.0,33.0,2,Moderate
2019-10-14,31.0,52.0,1,Good
2019-10-15,29.0,56.0,2,Moderate
2019-10-16,30.0,20.0,1,Good
2019-10-17,31.0,32.0,1,Good
2019-10-18,31.0,53.0,1,Good
2019-10-19,31.0,53.0,1,Good
2019-10-20,28.0,46.0,1,Good
2019-10-21,23.0,54.0,1,Good
2019-10-22,28.0,56.0,1,Good
2019-10-23,25.0,57.0,1,Good
2019-10-24,28.0,42.0,1,Good
2019-10-25,36.0,69.0,1,Good
2019-10-26,25.0,66.0,1,Good
2019-10-27,29.0,32.0,1,Good
2019-10-28,40.0,63.0,2,Moderate
2019-10-29,29.0,55.0,1,Good
2019-10-30,31.0,38.0,2,Moderate
2019-10-31,33.0,55.0,1,Good
2019-11-01,30.0,60.0,2,Moderate
2019-11-02,44.0,62.0,1,Good
2019-11-03,42.0,58.0,1,Good
2019-11-04,27.0,54.0,1,Good
2019-11-05,25.0,53.0,1,Good
2019-11-06,20.0,52.0,1,Good
2019-11-07,31.0,59.0,1,Good
2019-11-08,29.0,75.0,1,Good
2019-11-09,29.0,69.0,1,Good
2019-11-10,24.0,55.0,1,Good
2019-11-11,20.0,60.0,1,Good
2019-11-12,31.0,55.0,1,Good
2019-11-13,31.0,52.0,1,Good
2019-11-14,25.0,48.0,1,Good
2019-11-15,23.0,17.0,2,Moderate
2019-11-16,14.0,51.0,1,Good
2019-11-17,33.0,59.0,1,Good
2019-11-18,36.0,67.0,1,Good
2019-11-19,,43.0,1,Good
2019-11-20,26.0,47.0,2,Moderate
2019-11-21,26.0,55.0,1,Good
2019-11-22,25.0,60.0,1,Good
2019-11-23,29.0,62.0,2,Moderate
2019-11-24,24.0,57.0,1,Good
2019-11-25,32.0,52.0,1,Good
2019-11-26,,32.0,1,Good
2019-11-27,32.0,36.0,1,Good
2019-11-28,25.0,34.0,1,Good
2019-11-29,29.0,31.0,2,Moderate
2019-11-30,31.0,18.0,1,Good
2019-12-01,30.0,9.0,2,Moderate
2019-12-02,18.0,21.0,1,Good
2019-12-03,15.0,28.0,2,Moderate
2019-12-04,6.0,47.0,2,Moderate
2019-12-05,9.0,54.0,1,Good
2019-12-06,31.0,18.0,1,Good
2019-12-07,36.0,21.0,2,Moderate
2019-12-08,38.0,23.0,1,Good
2019-12-09,25.0,37.0,1,Good
2019-12-10,20.0,51.0,1,Good
2019-12-11,19.0,44.0,1,Good
2019-12-12,18.0,12.0,1,Good
2019-12-13,32.0,28.0,2,Moderate
2019-12-14,37.0,23.0,1,Good
2019-12-15,32.0,23.0,1,Good
2019-12-16,19.0,32.0,1,Good
2019-12-17,27.0,54.0,1,Good
2019-12-18,29.0,21.0,1,Good
2019-12-19,25.0,38.0,1,Good
2019-12-20,14.0,61.0,1,Good
2019-12-21,27.0,58.0,1,Good
2019-12-22,37.0,26.0,1,Good
2019-12-23,23.0,30.0,1,Good
2019-12-24,33.0,29.0,1,Good
2019-12-25,28.0,19.0,1,Good
2019-12-26,22.0,39.0,1,Good
2019-12-27,20.0,46.0,1,Good
2019-12-28,18.0,51.0,1,Good
2019-12-29,23.0,36.0,1,Good
2019-12-30,19.0,41.0,1,Good
2019-12-31,13.0,52.0,1,Good
